xltime,trade-price,trade-volume,bid-price,bid-volume,ask-price,ask-volume
2017-01-03 12:05:48.271000-05:00,225.3066666666667,300.0,225.3,17,225.33,20
2017-01-03 12:05:52.592000-05:00,225.33,1000.0,225.3,20,225.33,20
2017-01-03 12:06:09.171000-05:00,225.28,100.0,225.28,19,225.3,5
2017-01-03 12:07:09.570000-05:00,225.33,200.0,225.3,25,225.33,20
2017-01-03 12:09:37.496000-05:00,225.29,200.0,225.29,28,225.31,5
2017-01-03 12:10:01.925000-05:00,225.29,2800.0,225.285,65,225.31,21
2017-01-03 12:10:03.545000-05:00,225.28,1702.0,225.275,32,225.3,26
2017-01-03 12:10:03.656000-05:00,225.28,202.0,225.27,30,225.28,2
2017-01-03 12:10:05.595000-05:00,225.27,202.0,225.25,40,225.27,2
2017-01-03 12:10:05.598000-05:00,225.27,2000.0,225.2525,208,225.27,4
2017-01-03 12:10:06.234000-05:00,225.27,2000.0,225.26,28,225.27,1
2017-01-03 12:10:07.045000-05:00,225.27,2000.0,225.26,28,225.27,1
2017-01-03 12:10:11.635000-05:00,225.27,100.0,225.25,20,225.27,1
2017-01-03 12:10:17.675000-05:00,225.27,70.0,225.26,48,225.27,1
2017-01-03 12:10:20.747000-05:00,225.27,8524.0,225.27,80,225.3,18
2017-01-03 12:11:05.773000-05:00,225.27,50.0,225.25,20,225.27,1
2017-01-03 12:11:09.444000-05:00,225.27,100.0,225.25,20,225.27,1
2017-01-03 12:12:30.861000-05:00,225.26,3.0,225.25,18,225.27,20
2017-01-03 12:13:00.640000-05:00,225.25,17.0,225.25,19,225.27,20
2017-01-03 12:13:08.719000-05:00,225.25,1000.0,225.25,9,225.27,20
2017-01-03 12:13:20.329000-05:00,225.25,1500.0,225.25,5,225.26,8
2017-01-03 12:13:45.129000-05:00,225.26,300.0,225.25,20,225.27,20
2017-01-03 12:14:10.079000-05:00,225.27,1553.0,225.26,100,225.27,5
2017-01-03 12:14:21.518000-05:00,225.26,20001.0,225.25333333333333,140,225.26333333333332,21
2017-01-03 12:14:21.529000-05:00,225.26,24093.0,225.2525,160,225.265,40
2017-01-03 12:14:21.609000-05:00,225.26,500.0,225.26,95,225.27,19
2017-01-03 12:14:57.528000-05:00,225.27,200.0,225.22,160,225.27,2
2017-01-03 12:15:16.147000-05:00,225.25,100.0,225.25,119,225.27,4
2017-01-03 12:15:30.176000-05:00,225.24,500.0,225.22,173,225.27,4
2017-01-03 12:16:02.505000-05:00,225.27,2000.0,225.25,600,225.27000000000004,83
2017-01-03 12:16:21.635000-05:00,225.29,3.0,225.27,160,225.3,5
2017-01-03 12:16:25.725000-05:00,225.3,503.0,225.3,20,225.32,7
2017-01-03 12:16:34.665000-05:00,225.32,100.0,225.3,120,225.32,6
2017-01-03 12:16:55.055000-05:00,225.32,550.0,225.3,120,225.33,5
2017-01-03 12:17:31.734000-05:00,225.28,100.0,225.28,20,225.32,5
2017-01-03 12:18:12.393000-05:00,225.27,1900.0,225.27,20,225.3,22
2017-01-03 12:20:25.279000-05:00,225.275,240.0,225.27,20,225.3,19
2017-01-03 12:20:27.498000-05:00,225.27,9300.0,225.27,40,225.3,38
2017-01-03 12:20:34.549000-05:00,225.255,105.0,225.24,2,225.29,59
2017-01-03 12:20:34.848000-05:00,225.27,1.0,225.265,169,225.31,80
2017-01-03 12:20:41.259000-05:00,225.26,1700.0,225.26,20,225.31,40
2017-01-03 12:20:45.518000-05:00,225.29777777777778,900.0,225.26,20,225.31,33
